name,creditScore,income,loanAmount,monthDuration,p1,p2,approval,rate,yearlyReimbursement
John Doe,793,243293,1086378,30,215,7479,0,0,0
John Doe,651,257634,255881,19,415,2364,1,0.08,26810.88122
John Doe,340,296973,751169,19,678,4264,0,0.08,77917.90096
John Doe,377,118604,607465,17,838,7962,0,0.067,60766.54675
John Doe,655,264424,1237235,10,707,8567,0,0,0
John Doe,669,121956,1203194,22,834,109,0,0,0
John Doe,731,221270,400339,15,974,4102,1,0.067,42655.60423
John Doe,813,252943,1048735,17,48,2757,0,0,0
John Doe,357,283562,1390228,27,849,4675,0,0,0
John Doe,489,252918,1547915,11,914,90,0,0,0
John Doe,455,51927,290827,21,712,8692,0,0.08,28857.14564
John Doe,627,137373,742856,11,927,6836,0,0.063,94280.7692
John Doe,468,47621,805981,18,936,6643,0,0.08,86677.94565
John Doe,845,90633,675479,22,495,7523,0,0.08,66101.95251
John Doe,646,163791,1432734,1,439,348,0,0,0
John Doe,466,194730,1584745,8,565,9209,0,0,0
John Doe,724,122597,1508465,22,741,6283,0,0,0
John Doe,454,125238,1089157,30,327,3833,0,0,0
John Doe,319,22511,60030,21,756,1936,1,0.08,5985.401714
John Doe,377,8718,248787,20,14,8975,0,0.08,25143.91569
John Doe,637,277680,813469,15,773,7390,1,0.067,86390.93305
John Doe,618,245723,1043026,17,527,8045,0,0,0
John Doe,412,160445,551542,26,185,5243,1,0.085,52896.72476
John Doe,369,128723,396294,18,945,4775,1,0.08,41783.74052
John Doe,380,272316,461904,11,818,4769,1,0.063,59580.34273
John Doe,473,277239,1459275,7,180,6010,0,0,0
John Doe,365,121276,1648381,21,248,1965,0,0,0
John Doe,807,182322,902118,11,706,5395,0,0.063,119688.5241
John Doe,527,3079,1747527,3,839,5192,0,0,0
John Doe,363,41177,1961311,29,961,8090,0,0,0
John Doe,420,270358,1987318,25,672,7762,0,0,0
John Doe,823,120336,835236,28,122,141,0,0.085,78774.16744
John Doe,423,70246,1147828,6,680,8505,0,0,0
John Doe,576,44845,645179,12,828,4286,0,0.063,79392.65699
John Doe,724,3688,1057432,14,141,395,0,0,0
John Doe,605,262127,937851,23,677,8002,1,0.08,89296.83624
John Doe,316,267576,523431,3,88,8560,0,0.055,266490.7722
John Doe,317,95733,940290,7,929,288,0,0.059,165894.8302
John Doe,469,114831,1212805,18,322,5194,0,0,0
John Doe,442,17365,294865,22,645,9522,0,0.08,28898.31332
John Doe,601,283137,1945529,21,279,6782,0,0,0
John Doe,682,39209,576511,30,864,2922,0,0.085,53226.69457
John Doe,451,196235,1336899,4,348,2047,0,0,0
John Doe,325,34594,1770315,22,734,7787,0,0,0
John Doe,502,23858,1642495,26,967,3982,0,0,0
John Doe,551,137885,278136,12,721,1808,1,0.063,33245.88734
John Doe,581,159080,1154645,29,461,2146,0,0,0
John Doe,785,66667,609628,9,418,6285,0,0.063,88917.76807
John Doe,637,142068,425976,11,645,2309,0,0.063,54647.10324
John Doe,662,245968,1346316,23,927,4758,0,0,0
John Doe,816,154156,1026173,16,320,1838,0,0,0
John Doe,586,48516,1366340,5,501,7525,0,0,0
John Doe,618,48404,1263370,14,261,9048,0,0,0
John Doe,304,282587,1770014,22,254,2253,0,0,0
John Doe,702,265204,1331488,6,743,7956,0,0,0
John Doe,819,153688,1009166,3,652,499,0,0,0
John Doe,632,142246,407800,1,664,197,0,0.055,711960.8931
John Doe,675,274408,1921582,12,970,6680,0,0,0
John Doe,533,25772,268315,4,55,9369,0,0.055,86320.14489
John Doe,548,132720,700084,7,457,967,0,0.059,129935.8699
John Doe,618,278270,678253,17,18,7037,1,0.067,69003.40472
John Doe,303,219761,1246559,7,552,8881,0,0,0
John Doe,715,80846,1035676,24,935,5912,0,0,0
John Doe,674,138669,1306362,17,154,9553,0,0,0
John Doe,502,115694,101777,6,219,8462,1,0.059,20183.26368
John Doe,781,124090,648329,18,695,5510,0,0.08,69099.53378
John Doe,674,75336,963727,23,51,342,0,0.08,93103.22053
John Doe,571,12975,219220,17,812,2068,0,0.067,21636.36078
John Doe,306,65485,186195,19,122,8806,1,0.08,19469.33616
John Doe,841,269692,1496755,11,322,8852,0,0,0
John Doe,703,202994,175690,29,633,1017,1,0.085,16356.14068
John Doe,749,238344,1499084,21,626,409,0,0,0
John Doe,741,160040,1585999,26,364,7243,0,0,0
John Doe,645,211540,1355956,5,14,2695,0,0,0
John Doe,302,191396,1830680,23,741,1226,0,0,0
John Doe,375,264447,1752159,18,264,11,0,0,0
John Doe,544,119781,855682,21,391,8865,0,0.08,84904.56558
John Doe,594,235403,629903,11,523,1887,1,0.063,80373.25562
John Doe,426,131374,1896562,11,796,3934,0,0,0
John Doe,526,176981,465310,7,816,4992,0,0.059,82905.67598
John Doe,366,81609,353924,4,831,3405,0,0.055,102613.3046
John Doe,829,74562,1365500,0,729,9916,0,0,0
John Doe,807,182583,1739896,11,813,563,0,0,0
John Doe,722,111020,1786004,13,36,8616,0,0,0
John Doe,770,185343,168697,30,379,9841,1,0.085,15575.04314
John Doe,782,157056,1431365,25,784,4996,0,0,0
John Doe,418,200887,1595415,6,433,4814,0,0,0
John Doe,464,105564,931333,21,61,5735,0,0.08,92559.27688
John Doe,653,286011,177483,14,760,3969,1,0.067,19787.35296
John Doe,685,46763,206528,10,771,1477,0,0.063,29323.93603
John Doe,817,137812,1190352,6,823,7543,0,0,0
John Doe,766,57815,544915,21,681,8482,0,0.08,54155.64396
John Doe,701,72296,38431,17,394,3573,1,0.067,3833.873151
John Doe,689,248492,1766764,8,481,9532,0,0,0
John Doe,641,57552,1449345,24,84,6182,0,0,0
John Doe,597,62980,392710,19,391,4266,0,0.08,40576.47735
John Doe,343,224446,1027449,14,580,8910,0,0,0
John Doe,690,69867,347329,19,921,4936,0,0.08,35818.35955
John Doe,509,202829,293527,5,21,2629,0,0.059,72108.0717
John Doe,470,18232,1798581,15,910,343,0,0,0
John Doe,468,38618,192839,24,654,6547,0,0.08,18269.90165
John Doe,409,70958,589339,25,105,2976,0,0.08,54935.78434
John Doe,483,117398,72808,28,681,1467,1,0.085,6825.72719
John Doe,602,228003,167675,9,45,8387,1,0.063,25156.65004
John Doe,556,178907,293233,8,705,1918,1,0.059,46070.86649
John Doe,664,86386,1743096,8,627,5503,0,0,0
John Doe,744,100059,133238,19,37,3954,1,0.08,13820.6253
John Doe,504,171848,830480,1,873,6926,0,0.055,3352417.349
John Doe,749,193194,416236,12,478,5684,1,0.063,50227.60371
John Doe,406,74128,605133,26,65,833,0,0.085,58416.13421
John Doe,705,222761,1421722,19,620,9088,0,0,0
John Doe,725,85933,1262670,13,420,7689,0,0,0
John Doe,405,244508,44312,15,743,1431,1,0.067,4817.999079
John Doe,314,230242,506797,5,589,1663,0,0.059,126467.3541
John Doe,731,293720,868290,1,930,2582,0,0.055,973472.6746
John Doe,507,164496,495614,13,37,5480,1,0.067,58647.4114
John Doe,704,165710,1641101,9,161,1493,0,0,0
John Doe,842,9466,1150708,7,266,1646,0,0,0
John Doe,404,285444,1561449,14,625,9682,0,0,0
John Doe,351,108699,229705,8,380,5151,0,0.059,39018.02432
John Doe,746,42119,1575472,18,897,5965,0,0,0
John Doe,445,7911,507405,22,454,2736,0,0.08,49654.33598
John Doe,835,177137,445104,18,697,4374,1,0.08,47439.61613
John Doe,502,136851,1797411,20,53,8404,0,0,0
John Doe,503,64085,382299,2,848,8180,0,0.055,210614.5741
John Doe,435,196038,1338071,6,620,1,0,0,0
John Doe,325,281182,415869,5,998,7520,0,0.059,110870.937
John Doe,488,22263,695229,17,360,9031,0,0.067,68798.75699
John Doe,610,69527,978044,23,785,7527,0,0.08,94100.8076
John Doe,547,237655,1200187,15,277,3404,0,0,0
John Doe,737,134229,287520,25,340,8927,1,0.08,26685.81903
John Doe,549,242857,1913485,23,98,2967,0,0,0
John Doe,498,215156,1505893,17,269,7824,0,0,0
John Doe,813,293826,21502,27,837,2429,1,0.085,2047.765449
John Doe,353,34886,114708,15,638,8269,1,0.067,12559.67949
John Doe,635,110146,740191,26,744,9571,0,0.085,71385.74024
John Doe,732,274312,1979341,7,715,2857,0,0,0
John Doe,714,189448,1493743,1,353,9188,0,0,0
John Doe,400,2109,830955,30,291,2244,0,0.085,77005.47236
John Doe,445,194318,1099925,22,945,2038,0,0,0
John Doe,779,259306,824735,13,589,2059,0,0.067,98869.13928
John Doe,463,214638,1640961,29,970,167,0,0,0
John Doe,605,211086,56330,12,990,7162,1,0.063,6897.363403
John Doe,408,76919,810987,13,101,9575,0,0.067,93989.32465
John Doe,662,206656,792456,25,957,3893,1,0.08,73629.46229
John Doe,592,143145,1958464,22,381,2459,0,0,0
John Doe,374,36755,268120,17,570,7609,0,0.067,26747.62742
John Doe,833,142982,403821,18,202,402,1,0.08,42487.89442
John Doe,604,44748,1513033,14,424,9336,0,0,0
John Doe,460,75695,1496779,29,508,7528,0,0,0
John Doe,818,299068,1303166,28,907,4688,0,0,0
John Doe,531,270464,1340984,10,666,3387,0,0,0
John Doe,827,85278,218639,10,306,8870,1,0.063,30257.24112
John Doe,838,157486,181116,25,973,5973,1,0.08,16939.23769
John Doe,356,58701,373461,14,505,141,0,0.067,41636.68985
John Doe,683,86451,613701,26,893,5849,0,0.085,59020.28223
John Doe,615,42160,832070,25,481,3097,0,0.08,77562.1808
John Doe,308,75951,510306,25,626,3778,0,0.08,47621.09599
John Doe,585,257113,1426969,14,554,5237,0,0,0
John Doe,648,236860,1762293,8,236,2641,0,0,0
John Doe,716,84697,744411,9,906,5513,0,0.063,110101.0571
John Doe,606,17521,570227,27,495,6739,0,0.085,54080.33236
John Doe,534,30710,1773528,23,80,1282,0,0,0
John Doe,482,159232,1377569,5,109,1731,0,0,0
John Doe,456,275381,159276,17,653,2789,1,0.067,15720.0666
John Doe,840,50252,25208,24,112,3723,1,0.08,2376.762569
John Doe,361,255333,1421095,15,612,7627,0,0,0
John Doe,371,156692,1087493,28,576,4890,0,0,0
John Doe,443,27037,875626,10,599,2421,0,0.063,121943.1388
John Doe,652,3015,416967,7,596,1771,0,0.059,77389.2417
John Doe,481,294372,1530459,18,31,6397,0,0,0
John Doe,301,45283,1918238,18,304,896,0,0,0
John Doe,480,138872,1812816,17,947,5163,0,0,0
John Doe,499,31390,1704103,17,243,3530,0,0,0
John Doe,559,231528,796979,14,132,9174,0,0.067,89184.8139
John Doe,762,286645,740992,25,107,8220,1,0.08,68774.27107
John Doe,405,236563,1450655,8,108,3707,0,0,0
John Doe,388,95425,516214,6,736,1098,0,0.059,113051.5642
John Doe,428,67587,405747,9,924,3947,0,0.063,63682.98042
John Doe,718,23343,1275638,15,246,2407,0,0,0
John Doe,429,47632,663920,24,451,6319,0,0.08,62900.93343
John Doe,557,225149,75220,19,735,2530,1,0.08,7742.253455
John Doe,584,149527,1482006,25,567,8007,0,0,0
John Doe,825,205179,819708,14,220,2680,0,0.067,91388.19787
John Doe,537,190163,1174886,1,250,1210,0,0,0
John Doe,366,116021,1152474,18,848,2156,0,0,0
John Doe,491,79880,1671513,8,949,3699,0,0,0
John Doe,441,231419,505783,20,628,9761,1,0.08,51766.4809
John Doe,758,240294,1029097,10,221,4466,0,0,0
John Doe,380,78400,1783771,30,846,3010,0,0,0
John Doe,358,124471,1635962,14,724,8877,0,0,0
John Doe,787,36135,1462748,16,309,3228,0,0,0
John Doe,764,71972,1118717,3,207,4925,0,0,0
John Doe,456,62740,755377,2,290,3190,0,0.055,626695.7299
John Doe,752,297513,1836432,12,208,3324,0,0,0
John Doe,526,211716,1766105,13,758,3454,0,0,0
John Doe,314,231080,1834464,23,165,5113,0,0,0
John Doe,769,95340,102722,15,351,578,1,0.067,11247.30094
John Doe,404,254484,1003252,13,643,1102,0,0,0
John Doe,427,199093,1509804,8,787,3094,0,0,0
John Doe,551,215346,421254,21,835,3594,1,0.08,42211.25808
John Doe,543,288327,1029398,13,487,137,0,0,0
John Doe,818,265325,153536,3,514,1741,1,0.055,62033.02222
John Doe,506,272376,1716812,2,357,5265,0,0,0
John Doe,707,81338,1544343,17,633,4926,0,0,0
John Doe,601,231953,1757648,2,404,7232,0,0,0
John Doe,561,73184,1918067,12,13,4163,0,0,0
John Doe,637,210304,1127912,16,252,3134,0,0,0
John Doe,537,90380,1941864,17,386,5752,0,0,0
John Doe,301,37375,862517,2,309,5103,0,0.055,672377.5022
John Doe,357,67286,277050,3,143,8928,0,0.055,103028.1097
John Doe,470,277319,1167984,18,86,3833,0,0,0
John Doe,360,236356,846334,29,9,8770,0,0.085,79116.82721
John Doe,695,173753,1620370,29,622,1273,0,0,0
John Doe,833,12498,579700,2,345,8036,0,0.055,480945.9576
John Doe,622,133036,1586295,25,580,5624,0,0,0
John Doe,597,70190,1101810,11,449,4255,0,0,0
John Doe,768,134806,1818499,6,778,6876,0,0,0
John Doe,619,282680,1935476,26,480,9436,0,0,0
John Doe,711,250542,1402079,10,569,2014,0,0,0
John Doe,406,48146,1585046,1,235,5145,0,0,0
John Doe,377,276913,1326044,4,870,6560,0,0,0
John Doe,314,140220,1715187,28,744,7140,0,0,0
John Doe,833,251155,1858963,7,704,9221,0,0,0
John Doe,317,284143,1658123,12,465,8532,0,0,0
John Doe,694,93400,517476,7,648,3452,0,0.059,94073.3421
John Doe,472,289901,988091,23,230,8501,0,0.08,95067.46229
John Doe,620,56193,101549,18,937,1144,1,0.08,10706.94249
John Doe,742,279930,936668,15,930,1282,1,0.067,100130.7712
John Doe,413,227833,368408,15,93,3216,1,0.067,40056.63036
John Doe,718,211779,246464,3,342,3137,0,0.055,109146.1605
John Doe,462,14766,234754,25,527,3440,0,0.08,21882.81297
John Doe,356,241248,651925,8,408,130,0,0.059,110736.9256
John Doe,568,82940,1709518,4,766,6260,0,0,0
John Doe,430,44803,732061,27,280,6731,0,0.085,69260.67414
John Doe,817,290738,311231,4,820,431,1,0.055,102402.7384
John Doe,428,262990,316578,30,244,8196,1,0.085,29394.38736
John Doe,799,51249,727861,27,853,3387,0,0.085,69497.71143
John Doe,830,50650,79227,3,469,4592,0,0.055,35085.54132
John Doe,443,81752,1614513,5,480,5077,0,0,0
John Doe,522,281917,1273366,8,241,9000,0,0,0
John Doe,413,278539,345899,12,297,6072,1,0.063,41541.36778
John Doe,780,35551,1827349,3,171,3438,0,0,0
John Doe,570,298575,365234,14,114,8161,1,0.067,40569.89867
John Doe,827,251630,1012167,23,688,611,0,0,0
John Doe,758,71937,587067,5,996,2223,0,0.059,142020.9996
John Doe,784,246894,630693,11,571,5881,1,0.063,84662.93609
John Doe,473,254031,1675096,24,852,516,0,0,0
John Doe,448,291283,885382,8,741,117,0,0.059,139105.4756
John Doe,682,80752,1452713,24,384,5283,0,0,0
John Doe,403,190940,706611,26,251,9587,0,0.085,67707.81568
John Doe,816,97391,1207976,14,547,7264,0,0,0
John Doe,635,96912,1033071,23,612,8993,0,0,0
John Doe,704,110115,1188774,7,717,1680,0,0,0
John Doe,554,238238,213426,1,245,7370,0,0.055,262611.6195
John Doe,758,282358,1579869,30,240,8170,0,0,0
John Doe,614,182294,1948452,24,940,3976,0,0,0
John Doe,326,75026,1111559,28,257,4720,0,0,0
John Doe,837,94122,837263,12,664,133,0,0.063,103029.5998
John Doe,720,174623,39083,28,339,3673,1,0.085,3688.924045
John Doe,731,134899,171003,23,684,5230,1,0.08,16520.166
John Doe,599,65596,1390527,5,109,3140,0,0,0
John Doe,845,213189,1892437,21,230,1168,0,0,0
John Doe,563,88513,1415424,7,526,6182,0,0,0
John Doe,533,131773,88547,17,130,7338,1,0.067,8833.440866
John Doe,532,73087,351964,2,377,6895,0,0.055,292005.6288
John Doe,437,228704,1702911,2,137,3620,0,0,0
John Doe,544,91319,1711822,5,110,2893,0,0,0
John Doe,571,60093,761358,3,628,541,0,0.055,307610.8387
John Doe,792,220790,970975,26,78,3819,0,0.085,92791.80614
John Doe,398,150608,1932744,18,838,3788,0,0,0
John Doe,674,228682,1034157,26,213,9376,0,0,0
John Doe,387,127664,50442,12,597,2429,1,0.063,6334.970678
John Doe,789,153821,260235,15,617,3809,1,0.067,28393.82629
John Doe,507,159164,871323,6,932,5044,0,0.059,196062.1363
John Doe,702,204755,1814767,6,598,3506,0,0,0
John Doe,473,29779,138798,30,110,1231,0,0.085,12838.28035
John Doe,579,267625,242443,26,510,7208,1,0.085,23381.76636
John Doe,358,185202,1454560,7,808,3429,0,0,0
John Doe,513,196881,1482436,5,621,4413,0,0,0
John Doe,428,260643,778613,10,44,1424,0,0.063,108432.7248
John Doe,439,296256,1109437,13,594,9716,0,0,0
John Doe,842,122543,1016145,10,23,7565,0,0,0
John Doe,696,96120,1866375,19,626,9165,0,0,0
John Doe,609,219964,1278982,14,70,96,0,0,0
John Doe,315,38467,24478,28,423,9712,1,0.085,2296.479288
John Doe,649,263400,413320,24,797,6675,1,0.08,39110.92564
John Doe,560,42236,694014,26,90,4155,0,0.085,66560.78329
John Doe,316,268324,1367863,2,981,5192,0,0,0
John Doe,357,272183,815165,5,74,4342,0,0.059,221149.3979
John Doe,778,283357,259533,28,100,7572,1,0.085,24439.96985
John Doe,720,264596,1552166,20,730,5213,0,0,0
John Doe,306,228638,618657,18,923,4193,0,0.08,65937.06323
John Doe,380,196108,533031,5,297,5833,0,0.059,127022.091
John Doe,397,129050,1521724,7,870,3260,0,0,0
John Doe,557,48951,1628396,13,154,7214,0,0,0
John Doe,700,215237,125903,17,18,849,1,0.067,12459.1608
John Doe,597,41042,521817,26,722,6309,0,0.085,50230.46025
John Doe,502,78696,702895,16,798,4818,0,0.067,73698.19061
John Doe,571,224177,1434198,11,638,5594,0,0,0
John Doe,306,97039,546261,12,908,9072,0,0.063,67558.38162
John Doe,355,12918,239989,2,273,7982,0,0.055,144155.9128
John Doe,795,153400,230977,9,135,9820,1,0.063,33689.33073
John Doe,582,202801,1533839,4,525,7379,0,0,0
John Doe,664,66808,1490047,26,203,7042,0,0,0
John Doe,458,64603,1624049,19,121,2290,0,0,0
John Doe,305,155449,512939,10,458,6110,0,0.063,70111.08984
John Doe,574,14532,62509,25,200,2399,0,0.08,5795.549201
John Doe,314,294629,555268,15,660,351,1,0.067,59757.22465
John Doe,796,244224,257720,2,897,1062,0,0.055,148102.5638
John Doe,730,298812,1388433,24,905,6730,0,0,0
John Doe,681,42959,1514666,9,224,7618,0,0,0
John Doe,786,190519,40231,5,232,9998,1,0.059,9310.903465
John Doe,390,134061,1028091,7,182,506,0,0,0
John Doe,512,176622,1430197,14,910,1846,0,0,0
John Doe,519,212266,1918237,10,464,5986,0,0,0
John Doe,809,188498,1552420,29,456,1066,0,0,0
John Doe,772,276002,303337,27,499,9366,1,0.085,28768.48304
John Doe,367,280663,1688802,26,545,1871,0,0,0
John Doe,369,173006,82604,21,722,3575,1,0.08,8263.4154
John Doe,749,92465,1350523,18,653,2866,0,0,0
John Doe,373,177096,1957626,26,543,6366,0,0,0
John Doe,577,248687,67226,21,683,37,1,0.08,6659.863384
John Doe,512,103879,1118079,13,409,9933,0,0,0
John Doe,622,292877,313067,30,745,8443,1,0.085,28957.49156
John Doe,438,101951,797361,2,703,8150,0,0.055,707178.7142
John Doe,502,166889,1536140,2,608,7221,0,0,0
John Doe,578,179938,871801,19,789,7383,0,0.08,90610.09313
John Doe,429,272513,1921331,25,453,5667,0,0,0
John Doe,512,287486,108907,27,12,3670,1,0.085,10389.65962
John Doe,368,296928,1863669,18,124,1286,0,0,0
John Doe,563,56779,309804,9,281,5366,0,0.063,45186.70438
John Doe,616,169489,1575783,30,859,3369,0,0,0
John Doe,444,60043,151467,21,57,8574,1,0.08,15127.13855
John Doe,516,129617,433782,13,397,1295,0,0.067,50478.83771
John Doe,827,85007,1197237,4,192,2526,0,0,0
John Doe,827,156256,934478,24,527,232,0,0.08,88863.75777
John Doe,391,294855,1459806,13,941,8847,0,0,0
John Doe,756,190729,1065366,23,904,6201,0,0,0
John Doe,313,99656,688481,14,531,5591,0,0.067,77626.06788
John Doe,327,124410,1768455,18,143,6387,0,0,0
John Doe,546,33611,800007,20,329,2284,0,0.08,81139.36597
John Doe,627,238349,519419,2,665,5728,0,0.055,274849.4595
John Doe,515,225213,636206,20,885,6434,0,0.08,64298.81796
John Doe,841,136974,1073347,11,600,6054,0,0,0
John Doe,483,167125,537486,1,30,9405,0,0.055,661353.6725
John Doe,738,195766,594694,28,161,8978,1,0.085,55959.29786
John Doe,430,298553,1563130,4,528,1440,0,0,0
John Doe,347,222177,858027,13,366,1965,0,0.067,103315.4563
John Doe,531,197064,29997,14,300,8289,1,0.067,3319.915387
John Doe,535,59147,1362508,18,595,8598,0,0,0
John Doe,697,239289,1312553,1,555,674,0,0,0
John Doe,825,235801,150277,3,877,924,1,0.055,54452.99443
John Doe,758,213260,449368,25,161,4227,1,0.08,41707.54427
John Doe,609,205042,179338,20,551,9686,1,0.08,18062.19272
John Doe,735,189968,403472,21,469,7629,1,0.08,39907.68273
John Doe,347,112817,1316091,24,42,3260,0,0,0
John Doe,577,61295,164246,9,973,6731,0,0.063,25384.43022
John Doe,439,299261,1641192,19,666,8112,0,0,0
John Doe,656,6995,63360,9,752,3938,0,0.063,9646.331414
John Doe,391,263299,1783387,27,233,609,0,0,0
John Doe,623,128867,482103,9,325,6832,0,0.063,70317.5096
John Doe,426,175731,1606665,24,600,4982,0,0,0
John Doe,706,7306,796470,22,920,929,0,0.08,78058.2287
John Doe,305,242520,1692505,17,622,4408,0,0,0
John Doe,577,148879,1152334,12,692,2701,0,0,0
John Doe,631,111676,1815934,15,635,2851,0,0,0
John Doe,769,65562,1167762,3,804,8745,0,0,0
John Doe,602,140650,1865046,10,942,522,0,0,0
John Doe,560,202250,1573217,6,892,9106,0,0,0
John Doe,794,73782,470903,14,638,7300,0,0.067,52695.7378
John Doe,462,212006,242349,4,523,6959,0,0.055,70264.32727
John Doe,581,293645,789238,20,71,626,1,0.08,80190.30011
John Doe,803,204123,1124101,24,284,4457,0,0,0
John Doe,448,249006,417028,10,473,3276,0,0.063,60003.8141
John Doe,747,2095,817593,21,683,6584,0,0.08,81386.84458
John Doe,466,13662,64134,12,574,5093,0,0.063,7814.420312
John Doe,515,273477,460126,30,776,3829,1,0.085,42667.63502
John Doe,467,103228,280298,30,396,6052,1,0.085,25910.41344
John Doe,442,115690,219779,5,340,4153,0,0.059,57601.58473
John Doe,465,74779,926619,15,672,8966,0,0.067,98407.53611
John Doe,381,218048,960359,17,52,1532,0,0.067,97146.26193
John Doe,739,131214,1063205,6,742,9140,0,0,0
John Doe,626,295783,1009529,7,388,5425,0,0,0
John Doe,353,167791,104321,9,947,1644,1,0.063,15765.85445
John Doe,645,214053,1811208,23,382,9456,0,0,0
John Doe,790,272162,1291449,18,388,3134,0,0,0
John Doe,356,54641,1449910,16,34,9270,0,0,0
John Doe,444,56527,1294176,28,119,8996,0,0,0
John Doe,644,123389,1435496,14,157,1149,0,0,0
John Doe,459,66580,1828495,21,236,8860,0,0,0
John Doe,456,258735,1038437,22,783,5023,0,0,0
John Doe,345,227393,1060525,1,573,5488,0,0,0
John Doe,828,69763,143616,15,434,6246,1,0.067,15561.40983
John Doe,774,222332,938004,20,963,6293,0,0.08,96003.9506
John Doe,844,252947,1788950,15,93,7383,0,0,0
John Doe,391,23768,878269,9,32,579,0,0.063,133713.2867
John Doe,765,89686,1986670,26,578,5871,0,0,0
John Doe,629,140406,1074547,10,826,4478,0,0,0
John Doe,303,99270,1271602,4,741,1253,0,0,0
John Doe,334,197393,415752,16,197,7736,1,0.067,43455.08833
John Doe,433,184277,1832528,13,753,9697,0,0,0
